Culture,Criticality,Criticality Modifier,Initial Known,InterDependency,Dynamism,Size,Plan,Team Size,Cost-,Score:,Completion+,Idle-
0.0,1.0,7.0,1.0,91.0,7.0,0.0,1.0,17.0,190.0,0.858333755,1.0,0.3
0.0,1.0,5.0,1.0,84.0,9.0,0.0,2.0,14.0,379.0,0.898885101,0.857142857,0.333333333
0.0,1.0,4.0,1.0,86.0,2.0,1.0,1.0,16.0,474.0,0.976726181,0.9,0.625
0.0,1.0,6.0,1.0,91.0,1.0,0.0,3.0,11.0,285.0,0.926836361,0.928571429,0.458333333
0.0,1.0,6.0,1.0,83.0,1.0,1.0,1.0,19.0,428.0,0.937599447,0.914893617,0.481927711
0.0,1.0,7.0,1.0,91.0,2.0,1.0,4.0,14.0,777.0,0.988444099,0.736842105,0.0
0.0,1.0,5.0,1.0,82.0,2.0,0.0,4.0,16.0,340.0,0.988997694,0.681818182,0.0
0.0,1.0,2.0,1.0,83.0,4.0,0.0,3.0,13.0,132.0,0.945777368,0.9,0.470588235
0.0,1.0,2.0,1.0,91.0,2.0,1.0,2.0,14.0,226.0,0.989746223,0.787234043,0.0
0.0,1.0,5.0,1.0,97.0,4.0,1.0,0.0,18.0,365.0,0.932577512,0.961538462,0.404761905
0.0,1.0,5.0,1.0,93.0,7.0,0.0,1.0,18.0,252.0,0.913329001,0.884615385,0.041666667
0.0,1.0,2.0,1.0,94.0,4.0,0.0,1.0,16.0,145.0,0.945542801,0.933333333,0.391304348
0.0,1.0,4.0,1.0,95.0,6.0,1.0,2.0,10.0,335.0,0.890055047,0.962962963,0.422222222
0.0,1.0,6.0,1.0,88.0,9.0,1.0,1.0,17.0,719.0,0.905951534,0.78125,0.166666667
0.0,1.0,7.0,1.0,90.0,2.0,0.0,2.0,18.0,340.0,0.97740258,0.8,0.0
0.0,1.0,6.0,1.0,93.0,9.0,0.0,4.0,17.0,205.0,0.814276915,0.875,0.461538462
0.0,1.0,2.0,1.0,84.0,5.0,0.0,0.0,13.0,140.0,0.937215971,0.75,0.0
0.0,1.0,2.0,1.0,90.0,2.0,0.0,3.0,19.0,117.0,0.96239264,0.828571429,0.30952381
0.0,1.0,5.0,1.0,93.0,3.0,0.0,2.0,15.0,392.0,0.940308662,1.0,0.166666667
0.0,1.0,4.0,1.0,82.0,1.0,0.0,1.0,19.0,231.0,0.937598961,0.875,0.611111111
0.0,1.0,4.0,1.0,84.0,6.0,0.0,3.0,10.0,234.0,0.92186611,0.928571429,0.409090909
0.0,1.0,7.0,1.0,93.0,5.0,0.0,1.0,12.0,364.0,0.969108024,0.769230769,0.0
0.0,1.0,5.0,1.0,99.0,9.0,1.0,1.0,12.0,757.0,0.901557014,0.612903226,0.0
0.0,1.0,4.0,1.0,85.0,6.0,1.0,1.0,17.0,343.0,0.897639817,0.935483871,0.6375
0.0,1.0,5.0,1.0,89.0,9.0,1.0,3.0,19.0,443.0,0.939640342,0.586206897,0.0
0.0,1.0,3.0,1.0,95.0,6.0,0.0,3.0,11.0,189.0,0.9152763406,0.714285714,0.0
0.0,1.0,4.0,1.0,82.0,8.0,0.0,1.0,11.0,254.0,0.953975678,0.727272727,0.0
0.0,1.0,6.0,1.0,99.0,7.0,1.0,1.0,11.0,865.0,0.887723069,0.865384615,0.1
0.0,1.0,5.0,1.0,98.0,8.0,1.0,3.0,18.0,339.0,0.903274324,0.960784314,0.371794872
0.0,1.0,6.0,1.0,99.0,6.0,0.0,2.0,12.0,344.0,0.86485337,0.827586207,0.4
0.0,1.0,2.0,1.0,98.0,1.0,0.0,4.0,14.0,101.0,0.938135107,0.833333333,0.411764706
0.0,1.0,2.0,1.0,91.0,5.0,1.0,3.0,19.0,217.0,0.916106412,0.976190476,0.397058824
0.0,1.0,4.0,1.0,85.0,8.0,1.0,1.0,14.0,314.0,0.911792908,0.842105263,0.342465753
0.0,1.0,7.0,1.0,88.0,2.0,1.0,0.0,17.0,804.0,0.992795485,0.878787879,0.0
0.0,1.0,7.0,1.0,90.0,7.0,0.0,2.0,16.0,520.0,0.9300202772,0.8,0.0
0.0,1.0,4.0,1.0,98.0,2.0,0.0,3.0,12.0,141.0,0.977930649,0.888888889,0.0
0.0,1.0,6.0,1.0,94.0,4.0,1.0,4.0,18.0,639.0,0.942979969,0.935483871,0.121212121
0.0,1.0,3.0,1.0,83.0,4.0,1.0,0.0,15.0,251.0,0.95974708,0.846153846,0.063829787
0.0,1.0,6.0,1.0,80.0,4.0,1.0,4.0,10.0,481.0,0.960553047,0.814814815,0.0
0.0,1.0,4.0,1.0,88.0,7.0,1.0,2.0,19.0,388.0,0.923741053,0.82,0.0
0.0,1.0,4.0,1.0,85.0,7.0,1.0,4.0,17.0,467.0,0.862580174,0.962962963,0.380952381
0.0,1.0,4.0,1.0,99.0,8.0,0.0,3.0,15.0,215.0,0.945562337,0.75,0.0
0.0,1.0,2.0,1.0,88.0,5.0,1.0,1.0,16.0,173.0,0.91072632,0.854166667,0.338709677
0.0,1.0,4.0,1.0,92.0,3.0,0.0,4.0,16.0,129.0,0.902897349,0.857142857,0.454545455
0.0,1.0,6.0,1.0,89.0,5.0,1.0,2.0,16.0,429.0,0.931133193,0.64516129,0.0
0.0,1.0,7.0,1.0,80.0,4.0,1.0,2.0,16.0,365.0,0.97745162,0.515625,0.0
0.0,1.0,3.0,1.0,92.0,5.0,1.0,0.0,18.0,410.0,0.960217576,0.463414634,0.05
0.0,1.0,5.0,1.0,90.0,2.0,1.0,3.0,18.0,423.0,0.98535906,0.982142857,0.06779661
0.0,1.0,5.0,1.0,81.0,6.0,0.0,0.0,19.0,250.0,0.899528331,0.916666667,0.421052632
0.0,1.0,2.0,1.0,88.0,3.0,1.0,0.0,13.0,153.0,0.922128983,0.964912281,0.153846154
0.0,1.0,3.0,1.0,95.0,3.0,0.0,2.0,15.0,154.0,0.963622023,0.769230769,0.0
0.0,1.0,2.0,1.0,80.0,8.0,1.0,4.0,15.0,208.0,0.968557859,0.735849057,0.0
0.0,1.0,7.0,1.0,89.0,3.0,1.0,1.0,12.0,500.0,0.94831992,0.961538462,0.180327869
0.0,1.0,6.0,1.0,86.0,1.0,1.0,3.0,18.0,635.0,0.961623219,0.795918367,0.0
0.0,1.0,2.0,1.0,87.0,4.0,1.0,3.0,10.0,221.0,0.928556051,0.941176471,0.384615385
0.0,1.0,7.0,1.0,92.0,7.0,1.0,2.0,15.0,799.0,0.889078687,0.966666667,0.121212121
0.0,1.0,3.0,1.0,81.0,9.0,1.0,2.0,13.0,253.0,0.967669309,0.736842105,0.0
0.0,1.0,5.0,1.0,89.0,6.0,0.0,0.0,14.0,411.0,0.923180184,0.92,0.178571429
0.0,1.0,7.0,1.0,96.0,7.0,1.0,2.0,16.0,835.0,0.927300484,0.931034483,0.068965517
0.0,1.0,3.0,1.0,84.0,3.0,1.0,4.0,19.0,283.0,0.928060016,1.0,0.367647059
0.0,1.0,2.0,1.0,95.0,2.0,1.0,2.0,19.0,195.0,0.966920364,0.961538462,0.21875
0.0,1.0,2.0,1.0,96.0,1.0,0.0,1.0,18.0,142.0,0.942382909,1.0,0.619047619
0.0,1.0,5.0,1.0,87.0,7.0,1.0,2.0,16.0,377.0,0.856878081,0.729166667,0.125
0.0,1.0,3.0,1.0,94.0,3.0,0.0,3.0,15.0,159.0,0.891451264,0.818181818,0.1
0.0,1.0,6.0,1.0,90.0,4.0,1.0,1.0,12.0,657.0,0.967279746,0.852941176,0.0
0.0,1.0,3.0,1.0,96.0,3.0,1.0,2.0,10.0,205.0,0.960841962,0.571428571,0.0
0.0,1.0,3.0,1.0,88.0,7.0,1.0,0.0,13.0,219.0,0.911554197,0.789473684,0.0
0.0,1.0,4.0,1.0,92.0,1.0,1.0,2.0,11.0,276.0,0.911776202,0.893617021,0.408450704
0.0,1.0,7.0,1.0,89.0,7.0,0.0,0.0,12.0,412.0,0.904784707,1.0,0.222222222
0.0,1.0,5.0,1.0,99.0,2.0,1.0,0.0,16.0,677.0,0.980149385,0.410714286,0.0
0.0,1.0,7.0,1.0,83.0,6.0,1.0,1.0,10.0,746.0,0.938159117,0.833333333,0.385964912
0.0,1.0,4.0,1.0,95.0,9.0,1.0,3.0,17.0,305.0,0.850257399,0.894736842,0.072727273
0.0,1.0,2.0,1.0,86.0,2.0,0.0,3.0,15.0,134.0,0.949467731,1.0,0.5625
0.0,1.0,4.0,1.0,86.0,4.0,1.0,3.0,19.0,402.0,0.986212795,0.290322581,0.0
0.0,1.0,5.0,1.0,83.0,9.0,1.0,3.0,11.0,401.0,0.899849551,0.877192982,0.122807018
0.0,1.0,2.0,1.0,90.0,6.0,1.0,1.0,17.0,266.0,0.9233938,0.923076923,0.4375
0.0,1.0,5.0,1.0,85.0,8.0,1.0,0.0,17.0,421.0,0.929243365,0.690909091,0.0
0.0,1.0,6.0,1.0,88.0,7.0,0.0,2.0,14.0,678.0,0.942776354,0.909090909,0.230769231
0.0,1.0,4.0,1.0,99.0,1.0,1.0,0.0,18.0,362.0,0.949907743,0.954545455,0.106382979
0.0,1.0,3.0,1.0,90.0,1.0,0.0,3.0,17.0,268.0,0.962244482,1.0,0.5
0.0,1.0,7.0,1.0,86.0,4.0,0.0,1.0,12.0,456.0,0.957158334,0.916666667,0.153846154
0.0,1.0,7.0,1.0,91.0,8.0,1.0,1.0,14.0,690.0,0.87363199,0.911111111,0.349206349
0.0,1.0,6.0,1.0,89.0,4.0,0.0,1.0,11.0,555.0,0.947253317,0.857142857,0.454545455
0.0,1.0,3.0,1.0,82.0,3.0,1.0,2.0,10.0,197.0,0.940360516,0.886792453,0.287878788
0.0,1.0,6.0,1.0,86.0,4.0,0.0,4.0,11.0,488.0,0.975581899,0.857142857,0.625
0.0,1.0,4.0,1.0,90.0,2.0,0.0,3.0,11.0,110.0,0.988376948,0.769230769,0.0
0.0,1.0,6.0,1.0,86.0,2.0,0.0,0.0,11.0,634.0,0.787848691,0.090909091,0.0
0.0,1.0,6.0,1.0,83.0,7.0,0.0,1.0,15.0,277.0,0.919061514,0.9,0.181818182
0.0,1.0,4.0,1.0,84.0,8.0,1.0,0.0,13.0,345.0,0.967143964,0.642857143,0.0
0.0,1.0,5.0,1.0,99.0,1.0,0.0,3.0,13.0,412.0,0.971088421,0.818181818,0.0
0.0,1.0,2.0,1.0,80.0,7.0,0.0,3.0,16.0,126.0,0.938751291,0.857142857,0.5
0.0,1.0,2.0,1.0,93.0,6.0,0.0,2.0,19.0,172.0,0.880133163,0.954545455,0.192307692
0.0,1.0,6.0,1.0,84.0,6.0,0.0,2.0,13.0,387.0,0.924257852,0.928571429,0.0
0.0,1.0,7.0,1.0,92.0,4.0,0.0,2.0,18.0,487.0,0.947725044,0.913043478,0.222222222
0.0,1.0,4.0,1.0,94.0,1.0,0.0,4.0,11.0,266.0,0.947081817,0.9,0.4375
0.0,1.0,3.0,1.0,88.0,9.0,0.0,3.0,12.0,151.0,0.895077808,0.909090909,0.473684211
0.0,1.0,7.0,1.0,86.0,2.0,1.0,2.0,12.0,413.0,0.956191627,0.949152542,0.434343434
0.0,1.0,2.0,1.0,90.0,7.0,1.0,0.0,16.0,199.0,0.890812291,0.983870968,0.075757576
0.0,1.0,4.0,1.0,83.0,4.0,0.0,3.0,17.0,186.0,0.957448072,1.0,0.4
0.0,1.0,3.0,1.0,87.0,2.0,1.0,3.0,15.0,361.0,0.969665211,1.0,0.304347826
0.0,1.0,3.0,1.0,90.0,9.0,0.0,0.0,13.0,199.0,0.872068012,0.916666667,0.5
0.0,1.0,5.0,1.0,99.0,4.0,1.0,1.0,14.0,602.0,0.935917305,0.783333333,0.510416667
0.0,1.0,6.0,1.0,95.0,6.0,0.0,3.0,12.0,199.0,0.958798658,0.933333333,0.125
0.0,1.0,3.0,1.0,90.0,9.0,1.0,3.0,14.0,270.0,0.909530912,0.85,0.120689655
0.0,1.0,6.0,1.0,90.0,3.0,1.0,4.0,10.0,463.0,0.973007962,0.75,0.04
0.0,1.0,2.0,1.0,89.0,1.0,1.0,2.0,11.0,123.0,0.918944341,0.975609756,0.436619718
0.0,1.0,5.0,1.0,90.0,5.0,0.0,1.0,15.0,270.0,0.959615245,0.761904762,0.058823529
0.0,1.0,6.0,1.0,82.0,7.0,1.0,2.0,12.0,706.0,0.879164554,0.972972973,0.462686567
0.0,1.0,6.0,1.0,93.0,9.0,1.0,0.0,15.0,449.0,0.914277771,0.875,0.5625
0.0,1.0,7.0,1.0,89.0,9.0,0.0,3.0,12.0,523.0,0.906427807,0.909090909,0.0
0.0,1.0,7.0,1.0,83.0,6.0,1.0,4.0,12.0,558.0,0.886583272,0.945945946,0.513888889
0.0,1.0,2.0,1.0,80.0,4.0,1.0,4.0,15.0,228.0,0.958214184,0.961538462,0.21875
0.0,1.0,2.0,1.0,95.0,6.0,0.0,1.0,15.0,137.0,0.923081152,0.909090909,0.166666667
0.0,1.0,2.0,1.0,88.0,8.0,0.0,2.0,10.0,89.0,0.983286227,0.777777778,0.0
0.0,1.0,5.0,1.0,99.0,4.0,1.0,0.0,15.0,390.0,0.928003895,0.982758621,0.296296296
0.0,1.0,5.0,1.0,93.0,7.0,1.0,2.0,14.0,327.0,0.825000566,0.944444444,0.392857143
0.0,1.0,7.0,1.0,81.0,3.0,0.0,2.0,14.0,567.0,0.921741795,0.692307692,0.0
0.0,1.0,7.0,1.0,93.0,9.0,0.0,2.0,12.0,562.0,0.849184976,0.8,0.2
0.0,1.0,5.0,1.0,88.0,4.0,1.0,4.0,10.0,438.0,0.933339442,0.938461538,0.164383562
0.0,1.0,5.0,1.0,97.0,7.0,1.0,4.0,17.0,640.0,0.866516495,1.0,0.48
0.0,1.0,4.0,1.0,86.0,1.0,1.0,3.0,18.0,318.0,0.947304377,0.936170213,0.456790123
0.0,1.0,3.0,1.0,92.0,1.0,0.0,0.0,19.0,175.0,0.965262921,0.888888889,0.0
0.0,1.0,3.0,1.0,98.0,6.0,0.0,4.0,19.0,249.0,0.968809675,0.846153846,0.352941176
0.0,1.0,7.0,1.0,95.0,3.0,0.0,0.0,19.0,328.0,0.877928204,0.8125,0.380952381
0.0,1.0,7.0,1.0,88.0,2.0,1.0,0.0,10.0,565.0,0.990331716,0.543859649,0.0
0.0,1.0,5.0,1.0,83.0,4.0,1.0,2.0,16.0,344.0,0.828263916,0.797297297,0.016666667
0.0,1.0,7.0,1.0,93.0,8.0,1.0,2.0,16.0,737.0,0.918036036,0.959183673,0.12962963
0.0,1.0,3.0,1.0,94.0,4.0,1.0,2.0,16.0,364.0,0.943068896,0.916666667,0.083333333
0.0,1.0,6.0,1.0,87.0,6.0,0.0,0.0,17.0,282.0,0.888077813,0.958333333,0.342857143
0.0,1.0,6.0,1.0,94.0,9.0,0.0,1.0,15.0,316.0,0.869566029,0.9,0.55
0.0,1.0,6.0,1.0,98.0,1.0,0.0,2.0,17.0,284.0,0.8873258,0.933333333,0.263157895
0.0,1.0,2.0,1.0,89.0,1.0,0.0,3.0,17.0,114.0,0.969843241,0.875,0.0
0.0,1.0,2.0,1.0,97.0,2.0,1.0,3.0,16.0,185.0,0.9556493278,0.763636364,0.0
0.0,1.0,2.0,1.0,98.0,3.0,1.0,3.0,11.0,184.0,0.91532168,0.952380952,0.428571429
0.0,1.0,7.0,1.0,92.0,1.0,1.0,1.0,14.0,870.0,0.96879007,0.868421053,0.282608696
0.0,1.0,6.0,1.0,86.0,6.0,0.0,3.0,14.0,335.0,0.953918886,0.888888889,0.466666667
0.0,1.0,4.0,1.0,89.0,7.0,0.0,4.0,16.0,236.0,0.887904673,0.923076923,0.5
0.0,1.0,6.0,1.0,90.0,3.0,1.0,3.0,14.0,449.0,0.925180362,0.865671642,0.256410256
0.0,1.0,7.0,1.0,85.0,8.0,1.0,1.0,15.0,1089.0,0.862997939,0.926829268,0.558139535
0.0,1.0,2.0,1.0,85.0,8.0,1.0,2.0,18.0,192.0,0.842114516,0.960784314,0.443181818
0.0,1.0,6.0,1.0,85.0,5.0,0.0,4.0,13.0,540.0,0.949036845,0.7,0.0
0.0,1.0,3.0,1.0,92.0,9.0,1.0,3.0,12.0,304.0,0.808909143,0.945945946,0.435483871
0.0,1.0,4.0,1.0,93.0,5.0,0.0,3.0,16.0,235.0,0.944819717,1.0,0.461538462
0.0,1.0,5.0,1.0,82.0,4.0,1.0,2.0,17.0,627.0,0.972904373,0.634146341,0.0
0.0,1.0,2.0,1.0,87.0,4.0,0.0,1.0,14.0,140.0,0.93770828,0.875,0.391304348
0.0,1.0,7.0,1.0,82.0,4.0,1.0,3.0,10.0,881.0,0.929232915,0.951219512,0.551724138
0.0,1.0,2.0,1.0,85.0,5.0,1.0,1.0,14.0,218.0,0.943777859,0.8,0.135135135
0.0,1.0,7.0,1.0,92.0,4.0,0.0,0.0,15.0,418.0,0.902455254,0.875,0.5
0.0,1.0,4.0,1.0,88.0,6.0,1.0,2.0,19.0,295.0,0.89948214,0.979591837,0.272727273
0.0,1.0,7.0,1.0,93.0,5.0,1.0,3.0,18.0,917.0,0.949550773,0.941176471,0.346938776
0.0,1.0,7.0,1.0,83.0,5.0,1.0,3.0,10.0,616.0,0.936678455,0.888888889,0.111111111
0.0,1.0,5.0,1.0,86.0,6.0,0.0,3.0,15.0,316.0,0.913753725,0.833333333,0.5
0.0,1.0,4.0,1.0,82.0,5.0,0.0,0.0,13.0,206.0,0.933377108,0.909090909,0.090909091
0.0,1.0,6.0,1.0,80.0,6.0,1.0,1.0,10.0,461.0,0.921120964,0.861111111,0.347368421
0.0,1.0,4.0,1.0,92.0,9.0,1.0,1.0,15.0,331.0,0.931833768,0.609756098,0.0
0.0,1.0,5.0,1.0,85.0,4.0,1.0,3.0,15.0,549.0,0.940143121,1.0,0.585714286
0.0,1.0,5.0,1.0,92.0,5.0,0.0,0.0,13.0,241.0,0.968962656,0.571428571,0.0
0.0,1.0,3.0,1.0,82.0,6.0,1.0,1.0,19.0,342.0,0.917852657,0.942857143,0.45
0.0,1.0,5.0,1.0,93.0,4.0,0.0,0.0,19.0,535.0,0.9421123176,1.0,0.0
0.0,1.0,4.0,1.0,94.0,6.0,0.0,0.0,16.0,190.0,0.912468896,0.888888889,0.578947368
0.0,1.0,3.0,1.0,96.0,9.0,0.0,2.0,12.0,277.0,0.705432338,0.875,0.363636364
0.0,1.0,7.0,1.0,95.0,8.0,1.0,2.0,11.0,518.0,0.922132914,0.868421053,0.057142857
0.0,1.0,5.0,1.0,99.0,3.0,1.0,4.0,11.0,313.0,0.968077846,0.78,0.0
0.0,1.0,6.0,1.0,82.0,2.0,0.0,4.0,16.0,466.0,0.977407327,1.0,0.416666667
0.0,1.0,7.0,1.0,82.0,3.0,1.0,3.0,17.0,1159.0,0.960440763,0.783783784,0.0
0.0,1.0,3.0,1.0,97.0,8.0,1.0,0.0,19.0,225.0,0.928900567,0.901960784,0.041666667
0.0,1.0,4.0,1.0,81.0,2.0,1.0,0.0,15.0,351.0,0.978929386,0.966666667,0.194444444
0.0,1.0,7.0,1.0,89.0,8.0,0.0,4.0,19.0,554.0,0.876100046,0.904761905,0.424242424
0.0,1.0,2.0,1.0,95.0,5.0,1.0,0.0,19.0,201.0,0.910679893,0.9375,0.142857143
0.0,1.0,2.0,1.0,99.0,6.0,1.0,2.0,18.0,193.0,0.891376621,0.906666667,0.346153846
0.0,1.0,6.0,1.0,99.0,5.0,0.0,3.0,13.0,430.0,0.909335405,0.875,0.0
0.0,1.0,7.0,1.0,84.0,3.0,0.0,1.0,15.0,468.0,0.973187915,1.0,0.3
0.0,1.0,5.0,1.0,84.0,9.0,0.0,3.0,18.0,639.0,0.842760873,0.857142857,0.333333333
0.0,1.0,3.0,1.0,89.0,4.0,0.0,0.0,17.0,134.0,0.986985792,0.777777778,0.0
0.0,1.0,5.0,1.0,94.0,7.0,1.0,3.0,11.0,522.0,0.922396558,0.897959184,0.228070175
0.0,1.0,2.0,1.0,85.0,5.0,0.0,3.0,11.0,144.0,0.923179288,0.75,0.0
0.0,1.0,5.0,1.0,81.0,4.0,0.0,4.0,15.0,335.0,0.938261333,1.0,0.611111111
0.0,1.0,6.0,1.0,95.0,6.0,0.0,0.0,15.0,354.0,0.962216086,0.366666667,0.0
0.0,1.0,3.0,1.0,91.0,8.0,0.0,0.0,17.0,197.0,0.969393543,1.0,0.125
0.0,1.0,5.0,1.0,99.0,3.0,1.0,1.0,15.0,626.0,0.892968613,0.938461538,0.5234375
0.0,1.0,2.0,1.0,95.0,6.0,0.0,0.0,16.0,147.0,0.904007732,1.0,0.375
0.0,1.0,6.0,1.0,90.0,3.0,1.0,0.0,11.0,445.0,0.9642930986,0.976190476,0.327868852
0.0,1.0,3.0,1.0,90.0,4.0,0.0,3.0,16.0,206.0,0.970258755,0.842105263,0.058823529
0.0,1.0,2.0,1.0,93.0,4.0,0.0,0.0,10.0,124.0,0.968785545,0.888888889,0.0
0.0,1.0,3.0,1.0,98.0,1.0,0.0,2.0,11.0,213.0,0.954612093,0.866666667,0.277777778
0.0,1.0,7.0,1.0,91.0,8.0,1.0,3.0,13.0,572.0,0.884756168,0.949152542,0.377777778
0.0,1.0,7.0,1.0,98.0,7.0,1.0,4.0,12.0,607.0,0.90777664,0.951219512,0.25
0.0,1.0,6.0,1.0,88.0,5.0,0.0,2.0,17.0,231.0,0.93180189,0.916666667,0.0
0.0,1.0,6.0,1.0,92.0,9.0,1.0,1.0,19.0,799.0,0.934283678,0.321428571,0.0
0.0,1.0,3.0,1.0,83.0,4.0,1.0,3.0,19.0,203.0,0.968086229,0.75,0.0
0.0,1.0,4.0,1.0,88.0,9.0,0.0,3.0,11.0,427.0,0.898195505,0.857142857,0.538461538
0.0,1.0,6.0,1.0,80.0,1.0,1.0,1.0,15.0,657.0,0.967544212,0.807017544,0.0
0.0,1.0,5.0,1.0,81.0,5.0,0.0,4.0,15.0,305.0,0.850056303,0.928571429,0.409090909
0.0,1.0,4.0,1.0,85.0,7.0,1.0,1.0,18.0,434.0,0.904137009,0.86440678,0.433333333
0.0,1.0,3.0,1.0,86.0,8.0,0.0,3.0,15.0,184.0,0.854516544,0.941176471,0.466666667
0.0,1.0,7.0,1.0,85.0,8.0,1.0,0.0,16.0,1070.0,0.940107167,0.708333333,0.0
0.0,1.0,7.0,1.0,97.0,2.0,1.0,3.0,19.0,814.0,0.974415829,0.96969697,0.157894737
0.0,1.0,2.0,1.0,87.0,6.0,1.0,4.0,15.0,193.0,0.989433675,0.734693878,0.0
0.0,1.0,6.0,1.0,88.0,6.0,0.0,2.0,19.0,513.0,0.947466519,0.894736842,0.105263158
0.0,1.0,4.0,1.0,90.0,7.0,1.0,4.0,15.0,481.0,0.919508371,0.846153846,0.022222222
0.0,1.0,5.0,1.0,88.0,5.0,1.0,1.0,14.0,470.0,0.977319468,0.75,0.0
0.0,1.0,5.0,1.0,83.0,5.0,0.0,2.0,17.0,293.0,0.9339587980000001,0.535714286,0.0
0.0,1.0,4.0,1.0,84.0,9.0,1.0,2.0,13.0,520.0,0.79508575,1.0,0.525641026
0.0,1.0,4.0,1.0,91.0,8.0,0.0,2.0,18.0,268.0,0.92701071,0.848484848,0.3
0.0,1.0,4.0,1.0,94.0,5.0,0.0,4.0,11.0,199.0,0.949407219,0.4,0.0
0.0,1.0,6.0,1.0,93.0,3.0,1.0,3.0,19.0,387.0,0.927364373,0.945205479,0.4609375
0.0,1.0,5.0,1.0,94.0,1.0,1.0,1.0,11.0,654.0,0.975420142,0.80952381,0.0
0.0,1.0,3.0,1.0,96.0,7.0,1.0,1.0,14.0,286.0,0.956160961,0.875,0.146341463
0.0,1.0,2.0,1.0,80.0,5.0,0.0,3.0,15.0,107.0,0.956977722,0.777777778,0.0
0.0,1.0,2.0,1.0,81.0,4.0,0.0,4.0,16.0,118.0,0.913740711,0.875,0.588235294
0.0,1.0,6.0,1.0,91.0,1.0,0.0,1.0,14.0,410.0,0.9465421408000001,1.0,0.166666667
0.0,1.0,4.0,1.0,82.0,6.0,1.0,4.0,11.0,269.0,0.926100853,0.924528302,0.328767123
0.0,1.0,4.0,1.0,88.0,1.0,1.0,0.0,17.0,447.0,0.976636147,0.828571429,0.0
0.0,1.0,2.0,1.0,87.0,7.0,0.0,1.0,13.0,163.0,0.943153425,0.625,0.0
0.0,1.0,7.0,1.0,86.0,9.0,0.0,4.0,17.0,378.0,0.932705058,0.627906977,0.0
0.0,1.0,2.0,1.0,88.0,5.0,1.0,1.0,15.0,225.0,0.957614242,0.846153846,0.0
0.0,1.0,2.0,1.0,81.0,2.0,0.0,3.0,17.0,94.0,0.909134993,1.0,0.45
0.0,1.0,7.0,1.0,90.0,3.0,0.0,4.0,15.0,700.0,0.89392716,1.0,0.611111111
0.0,1.0,5.0,1.0,90.0,5.0,0.0,2.0,14.0,257.0,0.968515331,0.6,0.0
0.0,1.0,4.0,1.0,89.0,1.0,1.0,2.0,17.0,310.0,0.94124311,0.9375,0.457831325
0.0,1.0,6.0,1.0,97.0,3.0,1.0,3.0,15.0,478.0,0.911210232,0.925925926,0.418604651
0.0,1.0,2.0,1.0,93.0,7.0,1.0,4.0,12.0,175.0,0.915742789,0.847826087,0.093023256
0.0,1.0,2.0,1.0,97.0,3.0,1.0,4.0,16.0,185.0,0.919249228,0.888888889,0.351351351
0.0,1.0,6.0,1.0,90.0,9.0,0.0,2.0,13.0,442.0,0.9143210812,0.692307692,0.0
0.0,1.0,7.0,1.0,82.0,3.0,1.0,1.0,10.0,491.0,0.922871999,0.96,0.505154639
0.0,1.0,6.0,1.0,82.0,2.0,0.0,3.0,10.0,312.0,0.955465325,0.916666667,0.45
0.0,1.0,3.0,1.0,95.0,2.0,0.0,2.0,18.0,206.0,0.978166178,0.761904762,0.157894737
0.0,1.0,5.0,1.0,91.0,7.0,0.0,2.0,11.0,291.0,0.910462071,0.9,0.526315789
0.0,1.0,6.0,1.0,84.0,3.0,1.0,0.0,16.0,722.0,0.894377351,0.906976744,0.360655738
0.0,1.0,4.0,1.0,81.0,2.0,0.0,1.0,13.0,273.0,0.995651019,0.818181818,0.0
0.0,1.0,2.0,1.0,96.0,8.0,1.0,4.0,10.0,225.0,0.845182848,0.971428571,0.5
0.0,1.0,2.0,1.0,97.0,8.0,0.0,3.0,11.0,184.0,0.865861627,0.903846154,0.338028169
0.0,1.0,4.0,1.0,80.0,9.0,0.0,0.0,12.0,189.0,0.919053898,0.923076923,0.0
0.0,1.0,7.0,1.0,81.0,2.0,0.0,0.0,13.0,682.0,0.972082931,0.9375,0.444444444
0.0,1.0,4.0,1.0,96.0,1.0,1.0,1.0,18.0,601.0,0.933157561,0.928571429,0.6
0.0,1.0,4.0,1.0,88.0,7.0,1.0,4.0,15.0,393.0,0.933157306,0.745098039,0.0
0.0,1.0,4.0,1.0,99.0,5.0,0.0,4.0,18.0,379.0,0.922780861,0.833333333,0.0
0.0,1.0,7.0,1.0,95.0,2.0,1.0,2.0,12.0,551.0,0.965670091,0.9375,0.189189189
0.0,1.0,3.0,1.0,92.0,5.0,1.0,0.0,18.0,303.0,0.865673156,0.949152542,0.282051282
0.0,1.0,7.0,1.0,83.0,4.0,1.0,4.0,17.0,492.0,0.96975073,0.512820513,0.0
0.0,1.0,3.0,1.0,92.0,7.0,0.0,3.0,16.0,209.0,0.902825131,0.9,0.25
0.0,1.0,5.0,1.0,90.0,3.0,1.0,0.0,12.0,525.0,0.956642698,0.641025641,0.0
0.0,1.0,3.0,1.0,90.0,6.0,0.0,3.0,18.0,263.0,0.944688368,0.9,0.55
0.0,1.0,4.0,1.0,98.0,4.0,1.0,4.0,18.0,472.0,0.972664871,0.967741935,0.347826087
0.0,1.0,6.0,1.0,85.0,3.0,1.0,1.0,16.0,698.0,0.966374967,0.634920635,0.0
0.0,1.0,5.0,1.0,94.0,2.0,1.0,0.0,15.0,391.0,0.957609826,1.0,0.391752577
