Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1205.0,3.0,1.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,66975.0
808.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,6.0,5.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,10069.0
1336.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,56230.0
222.0,3.0,5.0,3.0,6.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,5.0,6.0,3.0,5.0,5.0,6.0,1428.0
1290.0,3.0,2.0,6.0,6.0,4.0,2.0,6.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,12.0,67100.0
495.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,6.0,31577.0
1689.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,15.0,30635.0
1919.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,31192.0
1668.0,2.0,3.0,3.0,6.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,6.0,4.0,1.0,4.0,2.0,4.0,1.0,8.0,79283.0
927.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,11285.0
523.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,12.0,16299.0
823.0,2.0,3.0,6.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,7.0,50705.0
1112.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,45677.0
447.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,2.0,4.0,6.0,5.0,5.0,3.0,12.0,21860.0
1323.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,6.0,3.0,13.0,82237.0
448.0,3.0,1.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,6.0,3.0,5.0,2.0,15.0,8374.0
713.0,2.0,3.0,4.0,5.0,2.0,3.0,6.0,3.0,1.0,5.0,4.0,3.0,6.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,1.0,14.0,6527.0
38.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,5.0,4.0,2.0,3.0,295.0
1120.0,1.0,2.0,2.0,6.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,3.0,16.0,76895.0
1635.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,40119.0
474.0,5.0,4.0,3.0,2.0,3.0,1.0,6.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,6.0,3.0,4.0,3.0,3.0,7628.0
758.0,4.0,2.0,6.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,31673.0
1069.0,3.0,4.0,6.0,4.0,2.0,1.0,6.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,6.0,5.0,4.0,2.0,11.0,22658.0
1855.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,4.0,5.0,4.0,1.0,9.0,58293.0
274.0,3.0,2.0,2.0,6.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,6.0,5.0,17.0,22490.0
1474.0,4.0,3.0,4.0,1.0,4.0,2.0,6.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,11672.0
989.0,3.0,4.0,6.0,1.0,4.0,2.0,6.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,1.0,5.0,4.0,1.0,4169.0
1667.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,6.0,5.0,6.0,24943.0
1830.0,1.0,3.0,6.0,6.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,20.0,94217.0
486.0,4.0,2.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,0.0,5304.0
1956.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,28717.0
1460.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,0.0,8283.0
597.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,8697.0
1486.0,4.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,10970.0
475.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,6.0,2.0,5.0,3.0,10.0,16612.0
272.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,6.0,5.0,2.0,4.0,6.0,3.0,1.0,4.0,6.0,5.0,3.0,4.0,12619.0
189.0,3.0,2.0,2.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,3106.0
1162.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,0.0,23055.0
218.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,0.0,3394.0
189.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,0.0,2285.0
1943.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,6.0,4.0,1.0,5.0,12831.0
819.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,6.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,0.0,5932.0
101.0,4.0,4.0,5.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,6.0,1.0,4.0,5.0,1.0,5.0,2.0,15.0,4570.0
1865.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,6.0,5.0,3.0,9.0,76715.0
1294.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,10.0,27517.0
1850.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,6.0,2.0,4.0,5.0,2.0,4.0,4.0,11.0,317645.0
1841.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,1.0,57479.0
914.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,10404.0
1168.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,1.0,27148.0
520.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,6.0,14847.0
185.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,4481.0
233.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0,6.0,4.0,14.0,4903.0
1509.0,4.0,2.0,6.0,6.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,5.0,6.0,3.0,3.0,5.0,2.0,4.0,2.0,9.0,78837.0
1942.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,32597.0
851.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,6.0,2.0,4.0,3.0,0.0,11420.0
727.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,11016.0
616.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,1.0,12.0,23429.0
1683.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,6.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,45618.0
1962.0,1.0,2.0,5.0,4.0,3.0,4.0,6.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,18.0,161841.0
1458.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,6.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,6.0,5.0,5.0,7.0,6505.0
1794.0,4.0,2.0,4.0,6.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,0.0,19847.0
1623.0,1.0,1.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,16.0,53793.0
1687.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,110685.0
1383.0,2.0,2.0,6.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,12.0,36769.0
93.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,6.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3028.0
1576.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,0.0,29253.0
1216.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,3.0,6.0,2.0,5.0,2.0,15.0,116540.0
670.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,6.0,5.0,4.0,1.0,7.0,18531.0
520.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,6.0,1.0,2.0,4.0,1.0,4.0,2.0,15.0,31725.0
974.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,8.0,17305.0
1721.0,5.0,5.0,6.0,1.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,20391.0
136.0,3.0,4.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,710.0
1765.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,113903.0
531.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,6.0,3.0,4.0,4.0,5.0,3.0,3.0,6.0,4.0,1.0,8.0,11648.0
184.0,4.0,3.0,6.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,6.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,2778.0
1128.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,6.0,3.0,3.0,4.0,3.0,4.0,4.0,6.0,84508.0
998.0,5.0,3.0,2.0,3.0,4.0,5.0,6.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,6.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,38701.0
658.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,5.0,3.0,17.0,64575.0
364.0,4.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,6164.0
125.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,904.0
1175.0,5.0,4.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,6.0,31844.0
806.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,2.0,16867.0
1742.0,2.0,4.0,6.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,6.0,6.0,5.0,1.0,10.0,31598.0
1179.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,1.0,0.0,21944.0
714.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,6.0,4.0,6.0,3.0,13.0,27808.0
512.0,3.0,1.0,6.0,1.0,3.0,3.0,6.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,6.0,4.0,1.0,5.0,5.0,5.0,2.0,6.0,11738.0
1645.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,6.0,4.0,2.0,6.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,32588.0
457.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,1240.0
1659.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,3.0,4.0,5.0,4.0,8.0,29050.0
375.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,6.0,15751.0
8.0,1.0,3.0,5.0,5.0,4.0,5.0,6.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,6.0,2.0,5.0,5.0,7.0,52.0
235.0,2.0,2.0,1.0,3.0,2.0,4.0,6.0,4.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,2.0,2675.0
1241.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,6.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,6.0,5.0,3.0,0.0,10099.0
882.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,2.0,1.0,5.0,3.0,4.0,4.0,6.0,56875.0
1230.0,5.0,3.0,3.0,5.0,3.0,1.0,6.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,19811.0
1251.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,6.0,2.0,1.0,3.0,5.0,3.0,5.0,12.0,52433.0
130.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,0.0,1196.0
240.0,1.0,2.0,6.0,6.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,5.0,6.0,2.0,4.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,31.0,5725.0
160.0,4.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1.0,3.0,5.0,2.0,6.0,3.0,14.0,6057.0
171.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,6.0,5.0,3.0,9.0,5545.0
301.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,0.0,9546.0
1556.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,2.0,6.0,2.0,4.0,1.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,58220.0
1921.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,5.0,6.0,4.0,1.0,97677.0
767.0,2.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,8.0,57890.0
479.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,8.0,15404.0
827.0,1.0,1.0,4.0,6.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,6.0,3.0,2.0,4.0,2.0,4.0,3.0,17.0,70096.0
1793.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,40364.0
190.0,2.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,6.0,2.0,16.0,8228.0
1175.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,17.0,25860.0
219.0,5.0,2.0,6.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,6.0,3828.0
1394.0,2.0,1.0,6.0,4.0,5.0,4.0,6.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,3.0,6.0,3.0,2.0,6.0,4.0,4.0,3.0,11.0,88710.0
887.0,2.0,1.0,6.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,5.0,6.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,10782.0
1293.0,4.0,2.0,5.0,5.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,0.0,5138.0
835.0,2.0,5.0,6.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,9.0,3122.0
1719.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,0.0,99160.0
215.0,1.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,705.0
288.0,4.0,2.0,1.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,0.0,6382.0
805.0,4.0,2.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,6.0,4.0,4.0,2.0,5.0,20109.0
1808.0,1.0,1.0,6.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,2.0,28.0,79331.0
702.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,11189.0
928.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,3.0,6.0,10368.0
1525.0,2.0,3.0,4.0,6.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,22271.0
269.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,6339.0
428.0,2.0,4.0,3.0,3.0,3.0,5.0,6.0,3.0,2.0,3.0,3.0,2.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,6148.0
1087.0,1.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,4.0,3.0,4.0,3.0,1.0,9.0,29488.0
1454.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,2.0,28113.0
87.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,3.0,3.0,2.0,1071.0
871.0,1.0,3.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,30688.0
27.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,422.0
1293.0,3.0,2.0,3.0,6.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,6.0,4.0,4.0,3.0,4.0,1.0,6.0,2.0,3.0,4.0,3.0,41895.0
808.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,6.0,1.0,3.0,6.0,3.0,3.0,5.0,12.0,21726.0
1333.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,27574.0
471.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,6.0,2.0,6.0,2.0,4.0,18741.0
1854.0,5.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,6.0,4.0,2.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,2.0,23067.0
513.0,4.0,4.0,5.0,5.0,5.0,1.0,6.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,2.0,12.0,17220.0
311.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,6.0,3.0,6.0,4.0,7.0,4796.0
35.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,15.0,1233.0
