LOC+, ACAP, AEXP-, ARCH, CPLX, DATA, DOCU, FLEX, LTEX, PCAP, PCON, PLEX-, PMAT, PREC, PVOL, RELY, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, RISK-, EFFORT-
1330.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,1.0,12.0,73638.0
293.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,4.0,3052.0
1746.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,2.0,4.0,4.0,2.0,6.0,4.0,19.0,60306.0
1980.0,4.0,2.0,5.0,5.0,4.0,4.0,6.0,1.0,4.0,3.0,5.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,0.0,26520.0
42.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,5.0,6.0,2.0,9.0,682.0
1756.0,4.0,3.0,3.0,6.0,3.0,4.0,1.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,6.0,4.0,3.0,2.0,53317.0
122.0,2.0,4.0,5.0,6.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,1846.0
981.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,18245.0
1302.0,2.0,3.0,1.0,1.0,4.0,3.0,5.0,5.0,2.0,1.0,3.0,1.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,39231.0
1963.0,5.0,3.0,2.0,6.0,4.0,3.0,6.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,14575.0
1773.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,4.0,3.0,13.0,44966.0
430.0,4.0,1.0,2.0,6.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,5.0,6.0,5.0,2.0,15.0,14803.0
828.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,3.0,3.0,6.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,8.0,7966.0
446.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,12.0,13063.0
1837.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,9.0,96749.0
1168.0,2.0,5.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,8175.0
1473.0,4.0,4.0,5.0,4.0,3.0,2.0,6.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,5.0,6.0,4.0,5.0,0.0,7436.0
1468.0,2.0,3.0,2.0,6.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,12.0,215952.0
1402.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,3.0,2.0,3.0,3.0,4.0,6.0,6.0,4.0,2.0,4.0,19664.0
1280.0,5.0,1.0,6.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,6.0,3.0,4.0,3.0,0.0,5679.0
653.0,2.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,6.0,5.0,5.0,1.0,5.0,42301.0
922.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,1.0,13.0,71229.0
1354.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,1.0,14.0,67150.0
641.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,26169.0
514.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,5209.0
785.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,6.0,4.0,3.0,5.0,36316.0
132.0,4.0,2.0,4.0,6.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,2347.0
836.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,6.0,2.0,5.0,3.0,1.0,69419.0
1838.0,1.0,3.0,6.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,16094.0
506.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,2.0,4.0,6.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,4877.0
1649.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,12.0,168207.0
18.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,6.0,4.0,4.0,4.0,9.0,447.0
157.0,2.0,3.0,3.0,6.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,25.0,9349.0
1210.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,1.0,14588.0
109.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,1.0,8.0,1428.0
1170.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,14319.0
1391.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,1.0,6.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,6.0,4.0,11.0,29958.0
345.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,6.0,2618.0
1949.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,11274.0
1447.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,5.0,2.0,0.0,17103.0
922.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,12095.0
876.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,4.0,1.0,6.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,4981.0
807.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,13.0,47151.0
1030.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,6.0,5.0,2.0,0.0,33906.0
1795.0,4.0,5.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,17151.0
748.0,2.0,2.0,5.0,1.0,4.0,1.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,6.0,6367.0
438.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,25.0,18106.0
189.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,5.0,6.0,2.0,8.0,8169.0
1301.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,8408.0
133.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,2956.0
920.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,43572.0
1672.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,6.0,4.0,5.0,52831.0
1514.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,4.0,4.0,6.0,2.0,1.0,6.0,5.0,5.0,2.0,11.0,95397.0
1087.0,4.0,5.0,1.0,5.0,5.0,4.0,6.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,0.0,12826.0
1862.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,5.0,3.0,4.0,2.0,1.0,5.0,1.0,6.0,1.0,10.0,33955.0
582.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,3373.0
1833.0,4.0,2.0,5.0,2.0,3.0,4.0,6.0,4.0,5.0,4.0,3.0,5.0,6.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,18315.0
1422.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,6.0,6.0,4.0,4.0,0.0,37369.0
92.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,6.0,5.0,16.0,2394.0
1041.0,5.0,5.0,5.0,6.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,10.0,16727.0
1262.0,3.0,4.0,3.0,4.0,5.0,4.0,6.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,6.0,3.0,14.0,32637.0
1673.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,6.0,4.0,4.0,3.0,6.0,94430.0
537.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,3.0,4.0,1.0,0.0,8107.0
1536.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,6.0,3.0,2.0,1.0,43931.0
1753.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,1.0,3.0,117785.0
1077.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,1.0,6.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,6.0,4.0,2.0,0.0,19549.0
545.0,1.0,4.0,5.0,4.0,2.0,3.0,6.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,5.0,3.0,14.0,19198.0
1005.0,2.0,3.0,6.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,6.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,12.0,16198.0
1970.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,57219.0
839.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,5.0,1.0,5.0,4.0,2.0,27034.0
1822.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0,53632.0
1435.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,11.0,78148.0
87.0,2.0,2.0,4.0,5.0,4.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,5.0,3.0,5.0,3.0,17.0,3558.0
1902.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,64652.0
752.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,0.0,14466.0
1539.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,6.0,2.0,5.0,1.0,19.0,45518.0
1618.0,1.0,2.0,1.0,3.0,2.0,5.0,6.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,6.0,5.0,4.0,8.0,125234.0
1911.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,53380.0
1824.0,5.0,3.0,5.0,6.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,6.0,3.0,5.0,66726.0
825.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,14.0,44487.0
450.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,7845.0
421.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,14389.0
1072.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,1.0,32556.0
875.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,0.0,11174.0
269.0,2.0,5.0,6.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,11.0,3240.0
1109.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,6.0,4.0,7.0,51565.0
1747.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,6.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,47812.0
1261.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,0.0,27096.0
1060.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,0.0,10389.0
1521.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,9.0,71860.0
1600.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,18218.0
7.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,1.0,5.0,4.0,3.0,6.0,4.0,5.0,4.0,12.0,118.0
761.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,12.0,29174.0
11.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,8.0,148.0
1194.0,2.0,5.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,14117.0
1296.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,18387.0
331.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,0.0,9039.0
689.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,6.0,6.0,4.0,4.0,0.0,3323.0
92.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,2.0,6.0,2162.0
450.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,6.0,4.0,14.0,13740.0
1260.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,2.0,12.0,21745.0
1018.0,1.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,5.0,2.0,6.0,5.0,5.0,1.0,11.0,12953.0
738.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,6.0,4.0,4.0,5.0,5371.0
394.0,1.0,2.0,1.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,7.0,13670.0
1701.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,4.0,6.0,5.0,2.0,6.0,20659.0
1694.0,3.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,43932.0
1527.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,2.0,8.0,32637.0
893.0,3.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,6.0,6.0,4.0,2.0,4.0,5861.0
1577.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,6.0,5.0,3.0,6.0,3.0,5.0,3.0,1.0,35900.0
358.0,4.0,3.0,3.0,6.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,15.0,17469.0
637.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,13946.0
1103.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,6.0,5.0,2.0,4.0,3.0,2.0,5.0,6.0,3.0,1.0,6.0,23641.0
1682.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,6.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,0.0,24338.0
1633.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,6.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,0.0,5873.0
295.0,1.0,2.0,3.0,6.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,6.0,3.0,5.0,3.0,19.0,22036.0
199.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,6.0,3.0,4.0,1560.0
1097.0,5.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,6.0,5.0,6.0,8018.0
778.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,7521.0
508.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,6.0,3.0,3.0,5.0,6.0,1.0,4.0,5.0,2.0,4.0,5.0,8.0,8974.0
946.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,23742.0
926.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,6.0,3.0,4.0,3.0,11.0,50725.0
1947.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0,3.0,6.0,4.0,4.0,4.0,6.0,134472.0
1517.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,4.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,6.0,1.0,4.0,4.0,6.0,4.0,4.0,9.0,21102.0
909.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,15657.0
100.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,6.0,3.0,2.0,4.0,1.0,3.0,3.0,6.0,4.0,3.0,13.0,1624.0
1835.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,6.0,4.0,3.0,17.0,57411.0
584.0,4.0,5.0,6.0,6.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,1.0,6.0,4.0,1.0,6309.0
325.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,0.0,6006.0
293.0,5.0,4.0,6.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,5.0,4.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,1.0,2574.0
585.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,6.0,2.0,12.0,57539.0
173.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,858.0
769.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,6.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,7.0,4221.0
301.0,1.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,6.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,25.0,9291.0
181.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,1.0,5.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,1.0,4.0,2535.0
642.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,6.0,1.0,2.0,4.0,6.0,4.0,5.0,25.0,44591.0
38.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,610.0
